GEOID,county_state,Diocese,Diocese_Detail,Province
36039,"Greene County, New York",Albany,Albany,New York
36025,"Delaware County, New York",Albany,Albany,New York
36091,"Saratoga County, New York",Albany,Albany,New York
36001,"Albany County, New York",Albany,Albany,New York
36043,"Herkimer County, New York",Albany,"Albany, Ogdensburg",New York
36115,"Washington County, New York",Albany,Albany,New York
36021,"Columbia County, New York",Albany,Albany,New York
36093,"Schenectady County, New York",Albany,Albany,New York
36095,"Schoharie County, New York",Albany,Albany,New York
36113,"Warren County, New York",Albany,Albany,New York
36077,"Otsego County, New York",Albany,Albany,New York
36057,"Montgomery County, New York",Albany,Albany,New York
36083,"Rensselaer County, New York",Albany,Albany,New York
36035,"Fulton County, New York",Albany,Albany,New York
22059,"LaSalle Parish, Louisiana",Alexandria,Alexandria,New Orleans
22043,"Grant Parish, Louisiana",Alexandria,Alexandria,New Orleans
22115,"Vernon Parish, Louisiana",Alexandria,Alexandria,New Orleans
22107,"Tensas Parish, Louisiana",Alexandria,Alexandria,New Orleans
22025,"Catahoula Parish, Louisiana",Alexandria,Alexandria,New Orleans
22021,"Caldwell Parish, Louisiana",Alexandria,Alexandria,New Orleans
22065,"Madison Parish, Louisiana",Alexandria,Alexandria,New Orleans
22069,"Natchitoches Parish, Louisiana",Alexandria,Alexandria,New Orleans
22079,"Rapides Parish, Louisiana",Alexandria,Alexandria,New Orleans
22127,"Winn Parish, Louisiana",Alexandria,Alexandria,New Orleans
22009,"Avoyelles Parish, Louisiana",Alexandria,Alexandria,New Orleans
22029,"Concordia Parish, Louisiana",Alexandria,Alexandria,New Orleans
22041,"Franklin Parish, Louisiana",Alexandria,Alexandria,New Orleans
42095,"Northampton County, Pennsylvania",Allentown,Allentown,Philadelphia
42107,"Schuylkill County, Pennsylvania",Allentown,Allentown,Philadelphia
42025,"Carbon County, Pennsylvania",Allentown,Allentown,Philadelphia
42077,"Lehigh County, Pennsylvania",Allentown,Allentown,Philadelphia
42011,"Berks County, Pennsylvania",Allentown,Allentown,Philadelphia
42013,"Blair County, Pennsylvania",Altoona-Johnstown,Altoona-Johnstown,Philadelphia
42035,"Clinton County, Pennsylvania",Altoona-Johnstown,Altoona-Johnstown,Philadelphia
42021,"Cambria County, Pennsylvania",Altoona-Johnstown,Altoona-Johnstown,Philadelphia
42057,"Fulton County, Pennsylvania",Altoona-Johnstown,Altoona-Johnstown,Philadelphia
42061,"Huntingdon County, Pennsylvania",Altoona-Johnstown,Altoona-Johnstown,Philadelphia
42027,"Centre County, Pennsylvania",Altoona-Johnstown,Altoona-Johnstown,Philadelphia
42111,"Somerset County, Pennsylvania",Altoona-Johnstown,Altoona-Johnstown,Philadelphia
42009,"Bedford County, Pennsylvania",Altoona-Johnstown,Altoona-Johnstown,Philadelphia
48359,"Oldham County, Texas",Amarillo,Amarillo,San Antonio
48211,"Hemphill County, Texas",Amarillo,Amarillo,San Antonio
48191,"Hall County, Texas",Amarillo,Amarillo,San Antonio
48437,"Swisher County, Texas",Amarillo,Amarillo,San Antonio
48393,"Roberts County, Texas",Amarillo,Amarillo,San Antonio
48011,"Armstrong County, Texas",Amarillo,Amarillo,San Antonio
48117,"Deaf Smith County, Texas",Amarillo,Amarillo,San Antonio
48375,"Potter County, Texas",Amarillo,Amarillo,San Antonio
48069,"Castro County, Texas",Amarillo,Amarillo,San Antonio
48111,"Dallam County, Texas",Amarillo,Amarillo,San Antonio
48341,"Moore County, Texas",Amarillo,Amarillo,San Antonio
48129,"Donley County, Texas",Amarillo,Amarillo,San Antonio
48065,"Carson County, Texas",Amarillo,Amarillo,San Antonio
48483,"Wheeler County, Texas",Amarillo,Amarillo,San Antonio
48421,"Sherman County, Texas",Amarillo,Amarillo,San Antonio
48369,"Parmer County, Texas",Amarillo,Amarillo,San Antonio
48075,"Childress County, Texas",Amarillo,Amarillo,San Antonio
48295,"Lipscomb County, Texas",Amarillo,Amarillo,San Antonio
48087,"Collingsworth County, Texas",Amarillo,Amarillo,San Antonio
48179,"Gray County, Texas",Amarillo,Amarillo,San Antonio
48195,"Hansford County, Texas",Amarillo,Amarillo,San Antonio
48357,"Ochiltree County, Texas",Amarillo,Amarillo,San Antonio
48045,"Briscoe County, Texas",Amarillo,Amarillo,San Antonio
48205,"Hartley County, Texas",Amarillo,Amarillo,San Antonio
48233,"Hutchinson County, Texas",Amarillo,Amarillo,San Antonio
48381,"Randall County, Texas",Amarillo,Amarillo,San Antonio
02198,"Prince of Wales-Hyder Census Area, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02164,"Lake and Peninsula Borough, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02013,"Aleutians East Borough, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02066,"Copper River Census Area, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02282,"Yakutat City and Borough, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02122,"Kenai Peninsula Borough, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02060,"Bristol Bay Borough, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02063,"Chugach Census Area, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02220,"Sitka City and Borough, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02100,"Haines Borough, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02130,"Ketchikan Gateway Borough, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02170,"Matanuska-Susitna Borough, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02230,"Skagway Municipality, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02016,"Aleutians West Census Area, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02150,"Kodiak Island Borough, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02070,"Dillingham Census Area, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02020,"Anchorage Municipality, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02110,"Juneau City and Borough, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02105,"Hoonah-Angoon Census Area, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02275,"Wrangell City and Borough, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
02195,"Petersburg Borough, Alaska",Anchorage-Juneau,Anchorage-Juneau,Anchorage-Juneau
51107,"Loudoun County, Virginia",Arlington,Arlington,Baltimore
51153,"Prince William County, Virginia",Arlington,Arlington,Baltimore
51137,"Orange County, Virginia",Arlington,Arlington,Baltimore
51630,"Fredericksburg city, Virginia",Arlington,Arlington,Baltimore
51133,"Northumberland County, Virginia",Arlington,Arlington,Baltimore
51061,"Fauquier County, Virginia",Arlington,Arlington,Baltimore
51103,"Lancaster County, Virginia",Arlington,Arlington,Baltimore
51187,"Warren County, Virginia",Arlington,Arlington,Baltimore
51179,"Stafford County, Virginia",Arlington,Arlington,Baltimore
51113,"Madison County, Virginia",Arlington,Arlington,Baltimore
51840,"Winchester city, Virginia",Arlington,Arlington,Baltimore
51159,"Richmond County, Virginia",Arlington,Arlington,Baltimore
51059,"Fairfax County, Virginia",Arlington,Arlington,Baltimore
51177,"Spotsylvania County, Virginia",Arlington,Arlington,Baltimore
51047,"Culpeper County, Virginia",Arlington,Arlington,Baltimore
51043,"Clarke County, Virginia",Arlington,Arlington,Baltimore
51069,"Frederick County, Virginia",Arlington,Arlington,Baltimore
51193,"Westmoreland County, Virginia",Arlington,Arlington,Baltimore
51171,"Shenandoah County, Virginia",Arlington,Arlington,Baltimore
51099,"King George County, Virginia",Arlington,Arlington,Baltimore
51013,"Arlington County, Virginia",Arlington,Arlington,Baltimore
51139,"Page County, Virginia",Arlington,Arlington,Baltimore
51510,"Alexandria city, Virginia",Arlington,Arlington,Baltimore
51685,"Manassas Park city, Virginia",Arlington,Arlington,Baltimore
51157,"Rappahannock County, Virginia",Arlington,Arlington,Baltimore
51610,"Falls Church city, Virginia",Arlington,Arlington,Baltimore
51683,"Manassas city, Virginia",Arlington,Arlington,Baltimore
51600,"Fairfax city, Virginia",Arlington,Arlington,Baltimore
13137,"Habersham County, Georgia",Atlanta,Atlanta,Atlanta
13085,"Dawson County, Georgia",Atlanta,Atlanta,Atlanta
13083,"Dade County, Georgia",Atlanta,Atlanta,Atlanta
13089,"DeKalb County, Georgia",Atlanta,Atlanta,Atlanta
13047,"Catoosa County, Georgia",Atlanta,Atlanta,Atlanta
13055,"Chattooga County, Georgia",Atlanta,Atlanta,Atlanta
13227,"Pickens County, Georgia",Atlanta,Atlanta,Atlanta
13013,"Barrow County, Georgia",Atlanta,Atlanta,Atlanta
13219,"Oconee County, Georgia",Atlanta,Atlanta,Atlanta
13015,"Bartow County, Georgia",Atlanta,Atlanta,Atlanta
13113,"Fayette County, Georgia",Atlanta,Atlanta,Atlanta
13195,"Madison County, Georgia",Atlanta,Atlanta,Atlanta
13111,"Fannin County, Georgia",Atlanta,Atlanta,Atlanta
13213,"Murray County, Georgia",Atlanta,Atlanta,Atlanta
13045,"Carroll County, Georgia",Atlanta,Atlanta,Atlanta
13105,"Elbert County, Georgia",Atlanta,Atlanta,Atlanta
13313,"Whitfield County, Georgia",Atlanta,Atlanta,Atlanta
13187,"Lumpkin County, Georgia",Atlanta,Atlanta,Atlanta
13035,"Butts County, Georgia",Atlanta,Atlanta,Atlanta
13141,"Hancock County, Georgia",Atlanta,Atlanta,Atlanta
13281,"Towns County, Georgia",Atlanta,Atlanta,Atlanta
13159,"Jasper County, Georgia",Atlanta,Atlanta,Atlanta
13189,"McDuffie County, Georgia",Atlanta,Atlanta,Atlanta
13311,"White County, Georgia",Atlanta,Atlanta,Atlanta
13291,"Union County, Georgia",Atlanta,Atlanta,Atlanta
13257,"Stephens County, Georgia",Atlanta,Atlanta,Atlanta
13317,"Wilkes County, Georgia",Atlanta,Atlanta,Atlanta
13135,"Gwinnett County, Georgia",Atlanta,Atlanta,Atlanta
13057,"Cherokee County, Georgia",Atlanta,Atlanta,Atlanta
13157,"Jackson County, Georgia",Atlanta,Atlanta,Atlanta
13143,"Haralson County, Georgia",Atlanta,Atlanta,Atlanta
13077,"Coweta County, Georgia",Atlanta,Atlanta,Atlanta
13265,"Taliaferro County, Georgia",Atlanta,Atlanta,Atlanta
13255,"Spalding County, Georgia",Atlanta,Atlanta,Atlanta
13119,"Franklin County, Georgia",Atlanta,Atlanta,Atlanta
13181,"Lincoln County, Georgia",Atlanta,Atlanta,Atlanta
13097,"Douglas County, Georgia",Atlanta,Atlanta,Atlanta
13221,"Oglethorpe County, Georgia",Atlanta,Atlanta,Atlanta
13059,"Clarke County, Georgia",Atlanta,Atlanta,Atlanta
13011,"Banks County, Georgia",Atlanta,Atlanta,Atlanta
13121,"Fulton County, Georgia",Atlanta,Atlanta,Atlanta
13009,"Baldwin County, Georgia",Atlanta,Atlanta,Atlanta
13123,"Gilmer County, Georgia",Atlanta,Atlanta,Atlanta
13147,"Hart County, Georgia",Atlanta,Atlanta,Atlanta
13231,"Pike County, Georgia",Atlanta,Atlanta,Atlanta
13301,"Warren County, Georgia",Atlanta,Atlanta,Atlanta
13149,"Heard County, Georgia",Atlanta,Atlanta,Atlanta
13241,"Rabun County, Georgia",Atlanta,Atlanta,Atlanta
13199,"Meriwether County, Georgia",Atlanta,Atlanta,Atlanta
13247,"Rockdale County, Georgia",Atlanta,Atlanta,Atlanta
13293,"Upson County, Georgia",Atlanta,Atlanta,Atlanta
13217,"Newton County, Georgia",Atlanta,Atlanta,Atlanta
13223,"Paulding County, Georgia",Atlanta,Atlanta,Atlanta
13171,"Lamar County, Georgia",Atlanta,Atlanta,Atlanta
13285,"Troup County, Georgia",Atlanta,Atlanta,Atlanta
13297,"Walton County, Georgia",Atlanta,Atlanta,Atlanta
13233,"Polk County, Georgia",Atlanta,Atlanta,Atlanta
13115,"Floyd County, Georgia",Atlanta,Atlanta,Atlanta
13211,"Morgan County, Georgia",Atlanta,Atlanta,Atlanta
13129,"Gordon County, Georgia",Atlanta,Atlanta,Atlanta
13237,"Putnam County, Georgia",Atlanta,Atlanta,Atlanta
13151,"Henry County, Georgia",Atlanta,Atlanta,Atlanta
13117,"Forsyth County, Georgia",Atlanta,Atlanta,Atlanta
13295,"Walker County, Georgia",Atlanta,Atlanta,Atlanta
13067,"Cobb County, Georgia",Atlanta,Atlanta,Atlanta
13139,"Hall County, Georgia",Atlanta,Atlanta,Atlanta
13133,"Greene County, Georgia",Atlanta,Atlanta,Atlanta
13063,"Clayton County, Georgia",Atlanta,Atlanta,Atlanta
13207,"Monroe County, Georgia",Atlanta,Atlanta,Atlanta
48411,"San Saba County, Texas",Austin,Austin,Galveston-Houston
48395,"Robertson County, Texas",Austin,Austin,Galveston-Houston
48027,"Bell County, Texas",Austin,Austin,Galveston-Houston
48209,"Hays County, Texas",Austin,Austin,Galveston-Houston
48145,"Falls County, Texas",Austin,Austin,Galveston-Houston
48287,"Lee County, Texas",Austin,Austin,Galveston-Houston
48491,"Williamson County, Texas",Austin,Austin,Galveston-Houston
48477,"Washington County, Texas",Austin,Austin,Galveston-Houston
48051,"Burleson County, Texas",Austin,Austin,Galveston-Houston
48055,"Caldwell County, Texas",Austin,Austin,Galveston-Houston
48453,"Travis County, Texas",Austin,Austin,Galveston-Houston
48293,"Limestone County, Texas",Austin,Austin,Galveston-Houston
48021,"Bastrop County, Texas",Austin,Austin,Galveston-Houston
48099,"Coryell County, Texas",Austin,Austin,Galveston-Houston
48041,"Brazos County, Texas",Austin,Austin,Galveston-Houston
48299,"Llano County, Texas",Austin,Austin,Galveston-Houston
48193,"Hamilton County, Texas",Austin,Austin,Galveston-Houston
48319,"Mason County, Texas",Austin,Austin,Galveston-Houston
48333,"Mills County, Texas",Austin,Austin,Galveston-Houston
48053,"Burnet County, Texas",Austin,Austin,Galveston-Houston
48331,"Milam County, Texas",Austin,Austin,Galveston-Houston
48031,"Blanco County, Texas",Austin,Austin,Galveston-Houston
48309,"McLennan County, Texas",Austin,Austin,Galveston-Houston
48281,"Lampasas County, Texas",Austin,Austin,Galveston-Houston
41059,"Umatilla County, Oregon",Baker,Baker,Portland in Oregon
41013,"Crook County, Oregon",Baker,Baker,Portland in Oregon
41055,"Sherman County, Oregon",Baker,Baker,Portland in Oregon
41049,"Morrow County, Oregon",Baker,Baker,Portland in Oregon
41031,"Jefferson County, Oregon",Baker,Baker,Portland in Oregon
41001,"Baker County, Oregon",Baker,Baker,Portland in Oregon
41065,"Wasco County, Oregon",Baker,Baker,Portland in Oregon
41045,"Malheur County, Oregon",Baker,Baker,Portland in Oregon
41025,"Harney County, Oregon",Baker,Baker,Portland in Oregon
41063,"Wallowa County, Oregon",Baker,Baker,Portland in Oregon
41069,"Wheeler County, Oregon",Baker,Baker,Portland in Oregon
41023,"Grant County, Oregon",Baker,Baker,Portland in Oregon
41037,"Lake County, Oregon",Baker,Baker,Portland in Oregon
41035,"Klamath County, Oregon",Baker,Baker,Portland in Oregon
41021,"Gilliam County, Oregon",Baker,Baker,Portland in Oregon
41027,"Hood River County, Oregon",Baker,Baker,Portland in Oregon
41061,"Union County, Oregon",Baker,Baker,Portland in Oregon
41017,"Deschutes County, Oregon",Baker,Baker,Portland in Oregon
24003,"Anne Arundel County, Maryland",Baltimore,Baltimore,Baltimore
24005,"Baltimore County, Maryland",Baltimore,Baltimore,Baltimore
24043,"Washington County, Maryland",Baltimore,Baltimore,Baltimore
24001,"Allegany County, Maryland",Baltimore,Baltimore,Baltimore
24013,"Carroll County, Maryland",Baltimore,Baltimore,Baltimore
24023,"Garrett County, Maryland",Baltimore,Baltimore,Baltimore
24021,"Frederick County, Maryland",Baltimore,Baltimore,Baltimore
24027,"Howard County, Maryland",Baltimore,Baltimore,Baltimore
24510,"Baltimore city, Maryland",Baltimore,Baltimore,Baltimore
24025,"Harford County, Maryland",Baltimore,Baltimore,Baltimore
22037,"East Feliciana Parish, Louisiana",Baton Rouge,Baton Rouge,New Orleans
22121,"West Baton Rouge Parish, Louisiana",Baton Rouge,Baton Rouge,New Orleans
22047,"Iberville Parish, Louisiana",Baton Rouge,Baton Rouge,New Orleans
22063,"Livingston Parish, Louisiana",Baton Rouge,Baton Rouge,New Orleans
22093,"St. James Parish, Louisiana",Baton Rouge,Baton Rouge,New Orleans
22007,"Assumption Parish, Louisiana",Baton Rouge,Baton Rouge,New Orleans
22005,"Ascension Parish, Louisiana",Baton Rouge,Baton Rouge,New Orleans
22105,"Tangipahoa Parish, Louisiana",Baton Rouge,Baton Rouge,New Orleans
22091,"St. Helena Parish, Louisiana",Baton Rouge,Baton Rouge,New Orleans
22033,"East Baton Rouge Parish, Louisiana",Baton Rouge,Baton Rouge,New Orleans
22125,"West Feliciana Parish, Louisiana",Baton Rouge,Baton Rouge,New Orleans
22077,"Pointe Coupee Parish, Louisiana",Baton Rouge,Baton Rouge,New Orleans
48373,"Polk County, Texas",Beaumont,Beaumont,Galveston-Houston
48071,"Chambers County, Texas",Beaumont,Beaumont,Galveston-Houston
48199,"Hardin County, Texas",Beaumont,Beaumont,Galveston-Houston
48241,"Jasper County, Texas",Beaumont,Beaumont,Galveston-Houston
48457,"Tyler County, Texas",Beaumont,Beaumont,Galveston-Houston
48245,"Jefferson County, Texas",Beaumont,Beaumont,Galveston-Houston
48361,"Orange County, Texas",Beaumont,Beaumont,Galveston-Houston
48291,"Liberty County, Texas",Beaumont,Beaumont,Galveston-Houston
48351,"Newton County, Texas",Beaumont,Beaumont,Galveston-Houston
17191,"Wayne County, Illinois",Belleville,Belleville,Chicago
17087,"Johnson County, Illinois",Belleville,Belleville,Chicago
17003,"Alexander County, Illinois",Belleville,Belleville,Chicago
17101,"Lawrence County, Illinois",Belleville,Belleville,Chicago
17127,"Massac County, Illinois",Belleville,Belleville,Chicago
17065,"Hamilton County, Illinois",Belleville,Belleville,Chicago
17121,"Marion County, Illinois",Belleville,Belleville,Chicago
17185,"Wabash County, Illinois",Belleville,Belleville,Chicago
17025,"Clay County, Illinois",Belleville,Belleville,Chicago
17069,"Hardin County, Illinois",Belleville,Belleville,Chicago
17193,"White County, Illinois",Belleville,Belleville,Chicago
17027,"Clinton County, Illinois",Belleville,Belleville,Chicago
17145,"Perry County, Illinois",Belleville,Belleville,Chicago
17157,"Randolph County, Illinois",Belleville,Belleville,Chicago
17153,"Pulaski County, Illinois",Belleville,Belleville,Chicago
17047,"Edwards County, Illinois",Belleville,Belleville,Chicago
17199,"Williamson County, Illinois",Belleville,Belleville,Chicago
17133,"Monroe County, Illinois",Belleville,Belleville,Chicago
17159,"Richland County, Illinois",Belleville,Belleville,Chicago
17077,"Jackson County, Illinois",Belleville,Belleville,Chicago
17151,"Pope County, Illinois",Belleville,Belleville,Chicago
17163,"St. Clair County, Illinois",Belleville,Belleville,Chicago
17165,"Saline County, Illinois",Belleville,Belleville,Chicago
17081,"Jefferson County, Illinois",Belleville,Belleville,Chicago
17189,"Washington County, Illinois",Belleville,Belleville,Chicago
17181,"Union County, Illinois",Belleville,Belleville,Chicago
17059,"Gallatin County, Illinois",Belleville,Belleville,Chicago
17055,"Franklin County, Illinois",Belleville,Belleville,Chicago
28111,"Perry County, Mississippi",Biloxi,Biloxi,Mobile
28131,"Stone County, Mississippi",Biloxi,Biloxi,Mobile
28109,"Pearl River County, Mississippi",Biloxi,Biloxi,Mobile
28045,"Hancock County, Mississippi",Biloxi,Biloxi,Mobile
28091,"Marion County, Mississippi",Biloxi,Biloxi,Mobile
28047,"Harrison County, Mississippi",Biloxi,Biloxi,Mobile
28039,"George County, Mississippi",Biloxi,Biloxi,Mobile
28153,"Wayne County, Mississippi",Biloxi,Biloxi,Mobile
28031,"Covington County, Mississippi",Biloxi,Biloxi,Mobile
28065,"Jefferson Davis County, Mississippi",Biloxi,Biloxi,Mobile
28147,"Walthall County, Mississippi",Biloxi,Biloxi,Mobile
28035,"Forrest County, Mississippi",Biloxi,Biloxi,Mobile
28041,"Greene County, Mississippi",Biloxi,Biloxi,Mobile
28059,"Jackson County, Mississippi",Biloxi,Biloxi,Mobile
28073,"Lamar County, Mississippi",Biloxi,Biloxi,Mobile
28077,"Lawrence County, Mississippi",Biloxi,Biloxi,Mobile
28067,"Jones County, Mississippi",Biloxi,Biloxi,Mobile
01103,"Morgan County, Alabama",Birmingham,Birmingham,Mobile
01111,"Randolph County, Alabama",Birmingham,Birmingham,Mobile
01027,"Clay County, Alabama",Birmingham,Birmingham,Mobile
01021,"Chilton County, Alabama",Birmingham,Birmingham,Mobile
01071,"Jackson County, Alabama",Birmingham,Birmingham,Mobile
01083,"Limestone County, Alabama",Birmingham,Birmingham,Mobile
01057,"Fayette County, Alabama",Birmingham,Birmingham,Mobile
01017,"Chambers County, Alabama",Birmingham,Birmingham,Mobile
01037,"Coosa County, Alabama",Birmingham,Birmingham,Mobile
01029,"Cleburne County, Alabama",Birmingham,Birmingham,Mobile
01079,"Lawrence County, Alabama",Birmingham,Birmingham,Mobile
01007,"Bibb County, Alabama",Birmingham,Birmingham,Mobile
01123,"Tallapoosa County, Alabama",Birmingham,Birmingham,Mobile
01043,"Cullman County, Alabama",Birmingham,Birmingham,Mobile
01009,"Blount County, Alabama",Birmingham,Birmingham,Mobile
01093,"Marion County, Alabama",Birmingham,Birmingham,Mobile
01091,"Marengo County, Alabama",Birmingham,Birmingham,Mobile
01115,"St. Clair County, Alabama",Birmingham,Birmingham,Mobile
01077,"Lauderdale County, Alabama",Birmingham,Birmingham,Mobile
01049,"DeKalb County, Alabama",Birmingham,Birmingham,Mobile
01059,"Franklin County, Alabama",Birmingham,Birmingham,Mobile
01055,"Etowah County, Alabama",Birmingham,Birmingham,Mobile
01127,"Walker County, Alabama",Birmingham,Birmingham,Mobile
01065,"Hale County, Alabama",Birmingham,Birmingham,Mobile
01121,"Talladega County, Alabama",Birmingham,Birmingham,Mobile
01133,"Winston County, Alabama",Birmingham,Birmingham,Mobile
01107,"Pickens County, Alabama",Birmingham,Birmingham,Mobile
01019,"Cherokee County, Alabama",Birmingham,Birmingham,Mobile
01073,"Jefferson County, Alabama",Birmingham,Birmingham,Mobile
01015,"Calhoun County, Alabama",Birmingham,Birmingham,Mobile
01117,"Shelby County, Alabama",Birmingham,Birmingham,Mobile
01089,"Madison County, Alabama",Birmingham,Birmingham,Mobile
01119,"Sumter County, Alabama",Birmingham,Birmingham,Mobile
01075,"Lamar County, Alabama",Birmingham,Birmingham,Mobile
01125,"Tuscaloosa County, Alabama",Birmingham,Birmingham,Mobile
01095,"Marshall County, Alabama",Birmingham,Birmingham,Mobile
01105,"Perry County, Alabama",Birmingham,Birmingham,Mobile
01063,"Greene County, Alabama",Birmingham,Birmingham,Mobile
01033,"Colbert County, Alabama",Birmingham,Birmingham,Mobile
38013,"Burke County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38033,"Golden Valley County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38041,"Hettinger County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38101,"Ward County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38007,"Billings County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38037,"Grant County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38057,"Mercer County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38023,"Divide County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38061,"Mountrail County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38025,"Dunn County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38015,"Burleigh County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38075,"Renville County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38065,"Oliver County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38055,"McLean County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38087,"Slope County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38105,"Williams County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38053,"McKenzie County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38059,"Morton County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38089,"Stark County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38029,"Emmons County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38085,"Sioux County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38001,"Adams County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
38011,"Bowman County, North Dakota",Bismark,Bismark,St. Paul and Minneapolis
16009,"Benewah County, Idaho",Boise,Boise,Portland in Oregon
16025,"Camas County, Idaho",Boise,Boise,Portland in Oregon
16057,"Latah County, Idaho",Boise,Boise,Portland in Oregon
16039,"Elmore County, Idaho",Boise,Boise,Portland in Oregon
16023,"Butte County, Idaho",Boise,Boise,Portland in Oregon
16055,"Kootenai County, Idaho",Boise,Boise,Portland in Oregon
16047,"Gooding County, Idaho",Boise,Boise,Portland in Oregon
16033,"Clark County, Idaho",Boise,Boise,Portland in Oregon
16073,"Owyhee County, Idaho",Boise,Boise,Portland in Oregon
16031,"Cassia County, Idaho",Boise,Boise,Portland in Oregon
16007,"Bear Lake County, Idaho",Boise,Boise,Portland in Oregon
16087,"Washington County, Idaho",Boise,Boise,Portland in Oregon
16051,"Jefferson County, Idaho",Boise,Boise,Portland in Oregon
16043,"Fremont County, Idaho",Boise,"Boise, Cheyenne",Portland in Oregon
16061,"Lewis County, Idaho",Boise,Boise,Portland in Oregon
16005,"Bannock County, Idaho",Boise,Boise,Portland in Oregon
16065,"Madison County, Idaho",Boise,Boise,Portland in Oregon
16029,"Caribou County, Idaho",Boise,Boise,Portland in Oregon
16019,"Bonneville County, Idaho",Boise,Boise,Portland in Oregon
16069,"Nez Perce County, Idaho",Boise,Boise,Portland in Oregon
16015,"Boise County, Idaho",Boise,Boise,Portland in Oregon
16063,"Lincoln County, Idaho",Boise,Boise,Portland in Oregon
16011,"Bingham County, Idaho",Boise,Boise,Portland in Oregon
16077,"Power County, Idaho",Boise,Boise,Portland in Oregon
16021,"Boundary County, Idaho",Boise,Boise,Portland in Oregon
16035,"Clearwater County, Idaho",Boise,Boise,Portland in Oregon
16041,"Franklin County, Idaho",Boise,Boise,Portland in Oregon
16067,"Minidoka County, Idaho",Boise,Boise,Portland in Oregon
16085,"Valley County, Idaho",Boise,Boise,Portland in Oregon
16013,"Blaine County, Idaho",Boise,Boise,Portland in Oregon
16075,"Payette County, Idaho",Boise,Boise,Portland in Oregon
16053,"Jerome County, Idaho",Boise,Boise,Portland in Oregon
16079,"Shoshone County, Idaho",Boise,Boise,Portland in Oregon
16001,"Ada County, Idaho",Boise,Boise,Portland in Oregon
16071,"Oneida County, Idaho",Boise,Boise,Portland in Oregon
16045,"Gem County, Idaho",Boise,Boise,Portland in Oregon
16037,"Custer County, Idaho",Boise,Boise,Portland in Oregon
16081,"Teton County, Idaho",Boise,Boise,Portland in Oregon
16083,"Twin Falls County, Idaho",Boise,Boise,Portland in Oregon
16049,"Idaho County, Idaho",Boise,Boise,Portland in Oregon
16027,"Canyon County, Idaho",Boise,Boise,Portland in Oregon
16059,"Lemhi County, Idaho",Boise,Boise,Portland in Oregon
16003,"Adams County, Idaho",Boise,Boise,Portland in Oregon
16017,"Bonner County, Idaho",Boise,Boise,Portland in Oregon
25021,"Norfolk County, Massachusetts",Boston,Boston,Boston
25017,"Middlesex County, Massachusetts",Boston,Boston,Boston
